,Name,DP Score,NPV Value,Location,City,Consult Fee,Years of Experience,Speciality,Degree_no,Degree_1,Degree_2
1819,Dr. Kamini Arvind Rao,90.0,168.0,JP Nagar 1 Phase, Bangalore,1200.0,47.0,Gynecologist,5,MBBS,DGO
1820,Dr. Namita Kapoor Sahgal,90.0,266.0,Whitefield, Bangalore,800.0,30.0,Gynecologist,2,MBBS,MD
1821,Dr. Hemavathi Srinivasan,86.0,28.0,Indiranagar, Bangalore,700.0,23.0,Gynecologist,2,MBBS,DNB
1822,Dr. Shobha V,94.0,190.0,Koramangala 6 Block, Bangalore,500.0,30.0,Gynecologist,2,MBBS,DGO
1823,Dr. Shwetha Yadav,99.0,114.0,Kalyan Nagar, Bangalore,600.0,16.0,Gynecologist,2,MBBS,DGO
1824,Dr. Usha Rani K,94.0,190.0,Padmanabhanagar, Bangalore,400.0,21.0,Gynecologist,2,MBBS,DGO
1825,Dr. Bharati Kamoji,97.0,67.0,Sahakaranagar, Bangalore,850.0,28.0,Gynecologist,3,MBBS,MD
1826,Dr. Praveena Shenoi,98.0,1363.0,Marathahalli, Bangalore,900.0,32.0,Gynecologist,3,MBBS,MD
1827,Dr. Swapna S,94.0,190.0,HBR Layout, Bangalore,600.0,15.0,Gynecologist,2,MBBS,DGO
1828,Dr. Gayathri  D Kamath,96.0,167.0,Bannerghatta Road, Bangalore,800.0,30.0,Gynecologist,4,MBBS,MD
1829,Dr. Anu Sridhar,86.0,51.0,Bannerghatta Road, Bangalore,800.0,32.0,Gynecologist,2,MBBS,MD
1830,Dr. Vasudha Shekhar,99.0,92.0,Jayanagar, Bangalore,700.0,30.0,Gynecologist,2,MBBS,DGO
1831,Dr. Manju Nair,98.0,708.0,Old Airport Road, Bangalore,850.0,21.0,Gynecologist,4,MBBS,DGO
1832,Dr. Deepthi RK Shashidhar,98.0,1361.0,Jayanagar 4 Block, Bangalore,600.0,16.0,Gynecologist,2,MBBS,MS
1833,Dr. Rekha T.P,91.0,43.0,Whitefield, Bangalore,500.0,29.0,Gynecologist,2,MBBS,MD
1834,Dr. Ramya H,94.0,190.0,Rajarajeshwarinagar, Bangalore,500.0,8.0,Gynecologist,2,BAMS,MS
1835,Dr. Vijaya Sherbet,94.0,404.0,Hebbal, Bangalore,800.0,32.0,Gynecologist,2,MBBS,MD
1836,Dr. Priya S,94.0,190.0,Rajajinagar, Bangalore,500.0,9.0,Gynecologist,3,MBBS,DGO
1837,Dr. Gayathri Karthik,100.0,11.0,Old Airport Road, Bangalore,750.0,34.0,Gynecologist,2,MBBS,MD
1838,Dr. Poornima Kinila,100.0,28.0,JP Nagar, Bangalore,800.0,18.0,Gynecologist,2,MBBS,DGO
1839,Dr. Sushma,99.0,74.0,Basaveshwaranagar, Bangalore,500.0,13.0,Gynecologist,3,MBBS,DGO
1840,Dr. Ranjitha G Babu,100.0,50.0,Rajajinagar, Bangalore,600.0,17.0,Gynecologist,2,MBBS,MS
1841,Dr. Akila Preeti,94.0,190.0,Whitefield, Bangalore,900.0,12.0,Gynecologist,2,MBBS,DNB
1842,Dr. Tanvi Desai,100.0,13.0,HSR Layout, Bangalore,500.0,14.0,Gynecologist,2,MBBS,DNB
1843,Dr. Raksha Madhu,94.0,190.0,HBR Layout, Bangalore,600.0,10.0,Gynecologist,2,MBBS,MS
1844,Dr. Kathyaini V S,100.0,13.0,Banashankari, Bangalore,500.0,11.0,Gynecologist,2,MBBS,DGO
1845,Dr. Krishna Shaw,75.0,44.0,Electronics City, Bangalore,650.0,31.0,Gynecologist,2,MBBS,DGO
1846,Dr. V S Gangarani,67.0,15.0,Indiranagar, Bangalore,650.0,34.0,Gynecologist,3,MBBS,DGO
1847,Dr. Rekha Prashanth,94.0,190.0,Sarjapur Road, Bangalore,700.0,28.0,Gynecologist,2,MBBS,MD
1848,Dr. Regina,95.0,439.0,Banaswadi, Bangalore,600.0,24.0,Gynecologist,2,MBBS,MS
1849,Dr. Madhuri Patil,82.0,22.0,Bannerghatta Road, Bangalore,1000.0,38.0,Gynecologist,4,MD,Fellow
1850,Dr. Aarthi Bharat,97.0,411.0,Banashankari, Bangalore,600.0,24.0,Gynecologist,2,MBBS,MD
1851,Dr. Chitra Sreenivasa Murthy,93.0,113.0,Electronics City, Bangalore,850.0,22.0,Gynecologist,3,MBBS,DGO
1852,Dr. K. Sushmita,98.0,909.0,Sahakaranagar, Bangalore,850.0,21.0,Gynecologist,3,MBBS,DGO
1853,Dr. Suchindra R,87.0,46.0,Indiranagar, Bangalore,900.0,16.0,Gynecologist,2,MBBS,MD
1854,Dr. Jahnavi Esanakula,94.0,190.0,Electronics City, Bangalore,550.0,10.0,Gynecologist,2,MBBS,MS
1855,Dr. Priyanka Mohan,100.0,25.0,Bellandur, Bangalore,850.0,13.0,Gynecologist,3,MBBS,MS
1856,Dr. Bharathi Rajanna,90.0,101.0,Victoria Layout, Bangalore,500.0,35.0,Gynecologist,2,MBBS,MD
1857,Dr. Archana,94.0,190.0,Bellandur, Bangalore,650.0,10.0,Gynecologist,2,MBBS,MS
1858,Dr. Deepshika Jha,99.0,102.0,Hebbal, Bangalore,750.0,11.0,Gynecologist,2,MBBS,MS
1859,Dr. Asha Puranikmath,91.0,194.0,Indiranagar, Bangalore,800.0,32.0,Gynecologist,2,MBBS,MD
1860,Dr. Geetha Belliappa,95.0,39.0,Bannerghatta Road, Bangalore,850.0,32.0,Gynecologist,2,MBBS,MD
1861,Dr. S.K Sharma,86.0,72.0,Old Airport Road, Bangalore,850.0,47.0,Gynecologist,3,MBBS,MS
1862,Dr. Arwa Mohsin E (S Zaveri),90.0,29.0,Richmond Town, Bangalore,550.0,23.0,Gynecologist,2,MBBS,MD
1863,Dr. Chetana V,94.0,33.0,Hebbal, Bangalore,800.0,23.0,Gynecologist,2,MBBS,DNB
1864,Dr. Dharani Bai G,88.0,494.0,Whitefield, Bangalore,650.0,31.0,Gynecologist,2,MBBS,MD
1865,Dr. Manjunath C S,93.0,76.0,Koramangala, Bangalore,800.0,20.0,Gynecologist,2,MS,MBBS
1866,Dr. Meghana Sreenivas,94.0,190.0,Rajajinagar, Bangalore,500.0,4.0,Gynecologist,2,MBBS,MS
1867,Dr. Namrata Nagendra,99.0,376.0,HSR Layout, Bangalore,650.0,14.0,Gynecologist,2,MBBS,MS
1868,Dr. Mamatha C V,94.0,190.0,Malleswaram, Bangalore,850.0,17.0,Gynecologist,2,MBBS,DGO
1869,Dr. Rekha Prashanth,89.0,225.0,BTM Layout 1st Stage, Bangalore,600.0,29.0,Gynecologist,2,MBBS,MD
1870,Dr. Geetha S,90.0,29.0,Electronics City, Bangalore,550.0,24.0,Gynecologist,2,MBBS,DNB
1871,Dr. Asha Devi,94.0,190.0,RT Nagar, Bangalore,450.0,38.0,Gynecologist,2,MBBS,DGO
1872,Dr. Vinutha Prashanth,100.0,426.0,Banashankari, Bangalore,500.0,15.0,Gynecologist,2,MBBS,DNB
1873,Dr. Jayashree Murthy,99.0,70.0,Indiranagar, Bangalore,600.0,25.0,Gynecologist,2,MBBS,DNB
1874,Dr. Rita Mhaskar,91.0,260.0,Koramangala 1 Block, Bangalore,1000.0,43.0,Gynecologist,2,MBBS,MD
1875,Dr. Teena C Bannihatti,98.0,189.0,Whitefield, Bangalore,600.0,15.0,Gynecologist,2,MS,MBBS
1876,Dr. B Ramesh,99.0,361.0,HBR Layout, Bangalore,800.0,34.0,Gynecologist,2,MBBS,MD
1877,Dr. Rashmi Choudhary,96.0,483.0,Bellandur, Bangalore,850.0,33.0,Gynecologist,3,MBBS,DNB
1878,Dr. Yasmin Imdad,100.0,64.0,Whitefield, Bangalore,600.0,21.0,Gynecologist,3,MBBS,DGO
1879,Dr. Nithya P J,94.0,190.0,Old Airport Road, Bangalore,850.0,10.0,Gynecologist,3,MBBS,MS
1880,Dr. Priyanka Das,94.0,190.0,Rajajinagar, Bangalore,500.0,7.0,Gynecologist,2,MBBS,MS
1881,Dr. Julie Thomas,88.0,110.0,Electronics City, Bangalore,850.0,24.0,Gynecologist,2,MBBS,DNB
1882,Dr. Apoorva Pallam Reddy,97.0,591.0,Jayanagar 5 Block, Bangalore,700.0,13.0,Gynecologist,2,MBBS,MS
1883,Dr. Seema Manjunath,100.0,19.0,Murugeshpalya, Bangalore,200.0,13.0,Gynecologist,3,MBBS,MS
1884,Dr. Manisha Singh,83.0,36.0,Bannerghatta Road, Bangalore,1100.0,32.0,Gynecologist,5,MBBS,DGO
1885,Dr. Mangala Gowri K,94.0,190.0,Rajarajeshwarinagar, Bangalore,500.0,8.0,Gynecologist,2,MBBS,MS
1886,Dr. Swetha.M.P.,96.0,235.0,HRBR Layout, Bangalore,700.0,15.0,Gynecologist,2,MBBS,DGO
1887,Dr. Chaya Patil,97.0,191.0,Bannerghatta Road, Bangalore,800.0,27.0,Gynecologist,2,MBBS,MD
1888,Dr. Swapnil Sinha,94.0,190.0,Kundalahalli, Bangalore,650.0,17.0,Gynecologist,2,MBBS,MS
1889,Dr. Prathima Radhakrishnan,94.0,47.0,Old Airport Road, Bangalore,750.0,30.0,Gynecologist,2,MBBS,MRCOG(UK)
1890,Dr. Akshaya S,96.0,26.0,Rajajinagar, Bangalore,600.0,12.0,Gynecologist,2,MBBS,MS
1891,Dr. Dershana Rajaram P,73.0,11.0,Sarjapur Road, Bangalore,700.0,39.0,Gynecologist,2,MBBS,DGO
1892,Dr. Vijaya Manohar,96.0,587.0,Koramangala 6 Block, Bangalore,600.0,42.0,Gynecologist,2,MBBS,MD
1893,Dr. Jayashree Nagraj Bhasgi,98.0,80.0,Richmond Town, Bangalore,750.0,31.0,Gynecologist,2,MBBS,MD
1894,Dr. Manjula Patil,94.0,190.0,Rajarajeshwarinagar, Bangalore,650.0,25.0,Gynecologist,2,MBBS,MS
1895,Dr. Vyshnavi A Rao,97.0,107.0,JP Nagar 1 Phase, Bangalore,900.0,9.0,Gynecologist,3,MBBS,MS
1896,Dr. Rupa R,100.0,14.0,Banashankari 3rd Stage, Bangalore,500.0,22.0,Gynecologist,2,MBBS,DGO
1897,Dr. Smitha A.P.,99.0,110.0,Old Airport Road, Bangalore,850.0,20.0,Gynecologist,2,MBBS,DNB
1898,Dr. Meena Prashanth,94.0,190.0,Malleswaram, Bangalore,650.0,21.0,Gynecologist,2,MBBS,DNB
1899,Dr. Sahana Deshpande,94.0,190.0,Kanakpura Road, Bangalore,700.0,18.0,Gynecologist,2,MBBS,DNB
1900,Dr. Padmalatha,100.0,192.0,Yeshwanthpur, Bangalore,750.0,24.0,Gynecologist,2,MBBS,DNB
1901,Dr. Vibha Rathore,91.0,11.0,Indiranagar, Bangalore,650.0,36.0,Gynecologist,2,MBBS,DGO
1902,Dr. Chandrika P. Kulkarni,90.0,69.0,Jayanagar, Bangalore,850.0,22.0,Gynecologist,4,MBBS,MD
1903,Dr. Manju Deepthi B,97.0,35.0,Kothanur, Bangalore,450.0,11.0,Gynecologist,2,MBBS,MS
1904,Dr. P Sreenivasa Rao,100.0,61.0,Indiranagar, Bangalore,600.0,29.0,Gynecologist,3,MBBS,MD
1905,Dr. Latha Shankar,97.0,167.0,Sahakaranagar, Bangalore,850.0,29.0,Gynecologist,4,MBBS,DGO
1906,Dr. Shreeja Karan,94.0,190.0,Bellandur, Bangalore,850.0,9.0,Gynecologist,3,MBBS,MS
1907,Dr. Radhika kamuni,98.0,201.0,Old Airport Road, Bangalore,850.0,16.0,Gynecologist,3,MBBS,DGO
1908,Dr. N Shailaja,98.0,1587.0,JP Nagar 8 Phase, Bangalore,400.0,22.0,Gynecologist,5,MBBS,MS
1909,Dr. Diana Bernard,94.0,190.0,Hebbal, Bangalore,750.0,16.0,Gynecologist,3,MBBS,DGO
1910,Dr. Rashmi TN,94.0,302.0,JP Nagar, Bangalore,600.0,14.0,Gynecologist,2,MS,MBBS
1911,Dr. Manjula Shivshankar,35.0,23.0,Old Airport Road, Bangalore,750.0,39.0,Gynecologist,2,MBBS,DGO
1912,Dr. Shafalika.S.B,100.0,472.0,Yeshwanthpur, Bangalore,850.0,20.0,Gynecologist,3,MBBS,DGO
1913,Dr. Aruna Thangapandy,94.0,190.0,Mahadevapura, Bangalore,700.0,16.0,Gynecologist,2,MBBS,DGO
1914,Dr. Sharmila S,94.0,190.0,Ashoknagar, Bangalore,800.0,23.0,Gynecologist,2,MD,MBBS
1915,Dr. Radha S Rao,98.0,789.0,Jayanagar 5 Block, Bangalore,700.0,24.0,Gynecologist,3,MBBS,MS
1916,Dr. Raman Shobana,100.0,38.0,Electronics City, Bangalore,850.0,13.0,Gynecologist,3,DGO,DNB
1917,Dr. Deepthi Ashwin,98.0,53.0,Cunningham Road, Bangalore,600.0,14.0,Gynecologist,2,MBBS,MS
1918,Dr. Triveni M P,95.0,303.0,HSR Layout, Bangalore,500.0,22.0,Gynecologist,2,MBBS,DGO
1919,Dr. Prathima Reddy,96.0,516.0,Vasanthnagar, Bangalore,1000.0,33.0,Gynecologist,2,MBBS,MRCOG(UK)
1920,Dr. Nirmala Shivalingaiah,91.0,44.0,Richmond Town, Bangalore,600.0,44.0,Gynecologist,2,MBBS,MD
1921,Dr. (Mrs.) Vishnu Vandana,96.0,56.0,HSR Layout, Bangalore,500.0,14.0,Gynecologist,2,MBBS,MS
1922,Dr. Jaya M Bhat,84.0,105.0,Richmond Town, Bangalore,650.0,50.0,Gynecologist,5,MBBS,MD
1923,Dr. Sunita DSouza Lobo,99.0,87.0,Richmond Town, Bangalore,500.0,31.0,Gynecologist,2,MBBS,DGO
1924,Dr. Arathi.S.M,100.0,12.0,Jayanagar 5 Block, Bangalore,600.0,27.0,Gynecologist,2,MBBS,DGO
1925,Dr. Anupama Ashok,98.0,601.0,Sahakaranagar, Bangalore,850.0,27.0,Gynecologist,3,MBBS,MD
1926,Dr. Chaitra Gowda K N,99.0,92.0,Bellandur, Bangalore,850.0,14.0,Gynecologist,3,MBBS,DGO
1927,Dr. Swetha Vinjamuri,99.0,142.0,Kalyan Nagar, Bangalore,650.0,18.0,Gynecologist,3,MBBS,DGO
1928,Dr. Ritu Choudhary,96.0,125.0,Electronics City, Bangalore,550.0,15.0,Gynecologist,2,MBBS,MS
1929,Dr. Vidya Gayathri S,97.0,88.0,Whitefield, Bangalore,850.0,17.0,Gynecologist,2,MBBS,DNB
1930,Dr. Niranjana S,94.0,190.0,HBR Layout, Bangalore,550.0,7.0,Gynecologist,3,MBBS,MD
1931,Dr. Kavitha Lakshmi Easwaran,95.0,615.0,Kasturi nagar, Bangalore,700.0,26.0,Gynecologist,2,MBBS,MD
1932,Dr. Arti Sharma,94.0,190.0,Whitefield, Bangalore,600.0,8.0,Gynecologist,2,MBBS,DNB
1933,Dr. Ambuja B N,95.0,22.0,VV Puram, Bangalore,600.0,31.0,Gynecologist,3,MBBS,DGO
1934,Dr. Shaik Habiba,94.0,190.0,HSR Layout, Bangalore,500.0,10.0,Gynecologist,2,MBBS,DGO
1935,Dr. Meera Kumari,100.0,21.0,Kanakpura Road, Bangalore,700.0,11.0,Gynecologist,2,MBBS,MS
1936,Dr. Manjula B G,94.0,190.0,Ramamurthy Nagar, Bangalore,600.0,16.0,Gynecologist,3,MBBS,MD
1937,Dr. Anu Joseph,96.0,243.0,Electronics City, Bangalore,550.0,15.0,Gynecologist,2,MBBS,DNB
1938,Dr. Mamatha P,94.0,190.0,JP Nagar 7 Phase, Bangalore,650.0,15.0,Gynecologist,2,MBBS,DGO
1939,Dr. Pavithra K,98.0,49.0,Malleswaram, Bangalore,850.0,12.0,Gynecologist,2,MBBS,DGO
1940,Dr. Nivedita,97.0,76.0,Vasanthnagar, Bangalore,850.0,12.0,Gynecologist,2,MBBS,MS
1941,Dr. Shilpa Kava,91.0,23.0,Sarjapur Road, Bangalore,600.0,14.0,Gynecologist,2,MS,MBBS
1942,Dr. Akshaya Doddamani,100.0,143.0,KR Puram, Bangalore,450.0,12.0,Gynecologist,2,MBBS,MS
1943,Dr. T. Shilpa Reddy,94.0,190.0,Kumara Park West, Bangalore,900.0,8.0,Gynecologist,3,MBBS,MD
1944,Dr. Sriprada Vinekar,99.0,421.0,Malleswaram, Bangalore,850.0,24.0,Gynecologist,3,MD,DNB
1945,Dr. Nikitha C P,94.0,190.0,HSR Layout, Bangalore,600.0,8.0,Gynecologist,2,MBBS,MS
1946,Dr. Poonguzhali Liston,100.0,11.0,Nayandahalli, Bangalore,500.0,12.0,Gynecologist,2,MBBS,MS
1947,Dr. Punyashree R M,94.0,190.0,Yelahanka, Bangalore,900.0,7.0,Gynecologist,2,MBBS,MS
1948,Dr. Roopa N K,93.0,14.0,Rajarajeshwarinagar, Bangalore,500.0,21.0,Gynecologist,2,MBBS,MS
1949,Dr. Hira Mardi,98.0,107.0,Whitefield, Bangalore,800.0,20.0,Gynecologist,2,MBBS,MS
1950,Dr. Prabha Ramakrishna,80.0,97.0,Electronics City, Bangalore,850.0,24.0,Gynecologist,4,MBBS,DGO
1951,Dr. Nabila,100.0,65.0,HBR Layout, Bangalore,400.0,8.0,Gynecologist,2,MBBS,MD
1952,Dr. Anuradha S,95.0,472.0,Malleswaram, Bangalore,850.0,34.0,Gynecologist,2,MBBS,MD
1953,Dr. Nirmala Chandrashekar,94.0,190.0,Kengeri, Bangalore,700.0,15.0,Gynecologist,3,MBBS,MS
1954,Dr. Sneha Rajiv,97.0,319.0,Nagasandra, Bangalore,400.0,13.0,Gynecologist,2,MBBS,MS
1955,Dr. Smitha R,94.0,190.0,VV Puram, Bangalore,600.0,26.0,Gynecologist,3,MBBS,MD
1956,Dr. Garima Jain,95.0,140.0,Whitefield, Bangalore,800.0,26.0,Gynecologist,2,MBBS,DNB
1957,Dr. Mala Prakash,94.0,547.0,JP Nagar 6 Phase, Bangalore,600.0,38.0,Gynecologist,2,MBBS,MD
1958,Dr. Bhavani M Hulinayakar,94.0,190.0,Hebbal, Bangalore,800.0,22.0,Gynecologist,2,MBBS,MS
1959,Dr. Pooja A Kundargi,100.0,209.0,Nagarbhavi, Bangalore,500.0,16.0,Gynecologist,2,MBBS,DGO
1960,Dr. G Srividya Reddy,94.0,190.0,Marathahalli, Bangalore,800.0,13.0,Gynecologist,2,MBBS,MS
1961,Dr. Pradeepa,98.0,46.0,Jayanagar 9 Block, Bangalore,650.0,17.0,Gynecologist,4,MBBS,DGO
1962,Dr. Saba Fathima,90.0,70.0,HRBR Layout, Bangalore,850.0,15.0,Gynecologist,2,MBBS,DGO
1963,Dr. Dhershana Raja,76.0,38.0,Bellandur, Bangalore,700.0,44.0,Gynecologist,2,MBBS,DGO
1964,Dr. Shruthi R,94.0,190.0,Banashankari, Bangalore,500.0,8.0,Gynecologist,2,MBBS,MS
1965,Dr. Anuprabha Karthik,100.0,84.0,Kalyan Nagar, Bangalore,800.0,15.0,Gynecologist,2,MBBS,DGO
1966,Dr. Kumudini Devi,99.0,160.0,Arekere, Bangalore,500.0,11.0,Gynecologist,2,MBBS,MS
1967,Dr. Jyoti Kala,98.0,63.0,Sarjapur Road, Bangalore,700.0,17.0,Gynecologist,2,MBBS,MS
1968,Dr. Asha S Vijay,89.0,108.0,Electronics City, Bangalore,550.0,32.0,Gynecologist,3,MBBS,DGO
1969,Dr. Shanthala Thuppanna,84.0,79.0,Sarjapur Road, Bangalore,700.0,23.0,Gynecologist,2,MBBS,MS
1970,Dr. Janani Manoharan,93.0,46.0,Sarjapur Road, Bangalore,750.0,16.0,Gynecologist,2,MBBS,MD
1971,Dr. Ruksana,100.0,39.0,Kalyan Nagar, Bangalore,600.0,23.0,Gynecologist,2,MD,MBBS
1972,Dr. Savitha Joshi,94.0,190.0,Rajajinagar, Bangalore,500.0,46.0,Gynecologist,2,MBBS,DGO
1973,Dr. Nandhini Ravindran,97.0,59.0,Ulsoor, Bangalore,600.0,17.0,Gynecologist,3,MBBS,MD
1974,Dr. Padmini Isaac,91.0,181.0,Jayanagar, Bangalore,950.0,45.0,Gynecologist,3,MBBS,DGO
1975,Dr. Vidya Muralidhar,98.0,229.0,Hebbal Kempapura, Bangalore,500.0,14.0,Gynecologist,4,MBBS,DGO
1976,Dr. Mamatha Devi S,97.0,550.0,Koramangala 6 Block, Bangalore,500.0,33.0,Gynecologist,2,MBBS,MS
1977,Dr. Jyothi Rajesh,27.0,11.0,Bellandur, Bangalore,650.0,26.0,Gynecologist,2,MBBS,DGO
1978,Dr. Vani R,96.0,323.0,Basavanagudi, Bangalore,500.0,26.0,Gynecologist,2,MBBS,MS
1979,Dr. Megha Tuli,94.0,190.0,JP Nagar, Bangalore,99.0,12.0,Gynecologist,2,MBBS,MD
1980,Dr. Gauhar Jahan,96.0,23.0,Jayanagar 4 Block, Bangalore,300.0,36.0,Gynecologist,2,MBBS,DGO
1981,Dr. Priyanka Rani,94.0,190.0,Electronics City, Bangalore,550.0,17.0,Gynecologist,3,MBBS,DNB
1982,Dr. Supriya Seshadri,94.0,32.0,Old Airport Road, Bangalore,750.0,39.0,Gynecologist,2,MD,MBBS
1983,Dr. B Mallikarjuna Kirthi,100.0,34.0,Malleswaram, Bangalore,850.0,24.0,Gynecologist,4,MBBS,DGO
1984,Dr. V. Narayanaswamy,94.0,190.0,Malleswaram, Bangalore,350.0,28.0,Gynecologist,2,MBBS,MD
1985,Dr. Jhansi Lakshmi Peddi,94.0,17.0,Kundalahalli, Bangalore,600.0,12.0,Gynecologist,2,MS,MBBS
1986,Dr. Sapna N,88.0,17.0,HSR Layout, Bangalore,500.0,17.0,Gynecologist,2,MBBS,DNB
1987,Dr. Anupama Rani,99.0,314.0,Marathahalli, Bangalore,500.0,17.0,Gynecologist,2,MBBS,MS
1988,Dr. Pavana Prakash,100.0,32.0,VV Puram, Bangalore,600.0,23.0,Gynecologist,2,MBBS,DGO
1989,Dr. Gaana Sreenivas,94.0,190.0,Bannerghatta Road, Bangalore,850.0,11.0,Gynecologist,3,MBBS,MS
1990,Dr. Shobha Venkat,94.0,1773.0,Indiranagar, Bangalore,800.0,31.0,Gynecologist,3,DNB,DGO
1991,Dr. Puja Rathi,95.0,241.0,Bellandur, Bangalore,850.0,22.0,Gynecologist,3,MBBS,DGO
1992,Dr. Suhasini Inamdar,97.0,156.0,Indiranagar, Bangalore,800.0,38.0,Gynecologist,2,MBBS,MS
1993,Dr. Jyothi Shenoy V,88.0,25.0,Yeshwanthpur, Bangalore,850.0,22.0,Gynecologist,3,MBBS,MD
1994,Dr. Aruna Sahadev,94.0,171.0,Rajarajeshwarinagar, Bangalore,600.0,21.0,Gynecologist,3,MBBS,MS
1995,Dr. Aruna Kumari V,89.0,90.0,Bellandur, Bangalore,850.0,16.0,Gynecologist,2,MBBS,DGO
1996,Dr. Poornima Ramakrishna,95.0,105.0,Koramangala 6 Block, Bangalore,600.0,23.0,Gynecologist,2,MBBS,MS
1997,Dr. Thejavathy G. V,69.0,16.0,Indiranagar, Bangalore,700.0,33.0,Gynecologist,3,MBBS,DGO
1998,Dr. Bhawana Mishra,97.0,261.0,JP Nagar, Bangalore,800.0,27.0,Gynecologist,3,DNB,DGO
1999,Dr. Mohini N Prasad,94.0,190.0,Seshadripuram, Bangalore,740.0,47.0,Gynecologist,2,MBBS,MRCOG(UK)
2000,Dr. Roopa B A,94.0,190.0,Sampangiramnagar, Bangalore,800.0,9.0,Gynecologist,2,MBBS,DNB
2001,Dr. Anu Sadashiv B,94.0,190.0,Kumara Park West, Bangalore,900.0,5.0,Gynecologist,2,MBBS,MS
2002,Dr. Harshita Ramamurthy,94.0,190.0,JP Nagar 6 Phase, Bangalore,500.0,13.0,Gynecologist,2,MBBS,MS
2003,Dr. Kafi Bora,94.0,190.0,Electronics City, Bangalore,700.0,21.0,Gynecologist,2,MBBS,MD
2004,Dr. Lavanya Kiran,94.0,190.0,Electronics City, Bangalore,850.0,20.0,Gynecologist,3,MS,MBBS
2005,Dr. Maheshwari,92.0,12.0,Banashankari 1st Stage, Bangalore,550.0,14.0,Gynecologist,2,MBBS,MS
2006,Dr. Manonmani,67.0,12.0,Malleswaram, Bangalore,650.0,23.0,Gynecologist,2,MBBS,MD
2007,Dr. Anjana Ramesh,85.0,39.0,HAL 3rd Stage, Bangalore,600.0,35.0,Gynecologist,3,DNB,MBBS
2008,Dr. Roopa R,96.0,47.0,Jayanagar 9 Block, Bangalore,500.0,27.0,Gynecologist,2,MBBS,DGO
2009,Dr. Mamatha Reddy Y V,95.0,509.0,Koramangala 1 Block, Bangalore,800.0,26.0,Gynecologist,2,MBBS,MS
2010,Dr. Padmasri V,89.0,37.0,VV Puram, Bangalore,600.0,28.0,Gynecologist,3,MBBS,MD
2011,Dr. Suma Venugopal,94.0,190.0,Jayanagar, Bangalore,600.0,36.0,Gynecologist,2,MD,MBBS
2012,Dr. Deepak V Rao,95.0,43.0,Indiranagar, Bangalore,700.0,32.0,Gynecologist,2,MD,MBBS
2013,Dr. H S Chandrika,97.0,356.0,JP Nagar 2 Phase, Bangalore,800.0,41.0,Gynecologist,2,MBBS,DGO
2014,Dr. Indira C  Reddy,86.0,14.0,VV Puram, Bangalore,600.0,43.0,Gynecologist,3,MBBS,MD
2015,Dr. Sasmitha K,87.0,15.0,Sahakaranagar, Bangalore,850.0,19.0,Gynecologist,2,MBBS,MS
2016,Dr. Jnanashree B R,100.0,71.0,Malleswaram, Bangalore,850.0,20.0,Gynecologist,2,MS,MBBS
2017,Dr. Parimala Devi,73.0,81.0,Bannerghatta Road, Bangalore,800.0,38.0,Gynecologist,2,MBBS,MD
2018,Dr. Nidhi Jhawar,94.0,190.0,Richmond Town, Bangalore,1200.0,10.0,Gynecologist,3,MBBS,DNB
2019,Dr. Geetha Muralidhara,75.0,16.0,VV Puram, Bangalore,600.0,50.0,Gynecologist,2,MBBS,MD
2020,Dr. Sowparnika S N,94.0,190.0,Whitefield, Bangalore,900.0,12.0,Gynecologist,2,MBBS,DGO
2021,Dr. Lata Ravichander,98.0,41.0,HRBR Layout, Bangalore,600.0,30.0,Gynecologist,3,MBBS,DGO
2022,Dr. Indrani C.E.,98.0,102.0,HRBR Layout, Bangalore,600.0,42.0,Gynecologist,2,MBBS,MD
2023,Dr. Deepika Alva,99.0,132.0,Kasturi nagar, Bangalore,550.0,14.0,Gynecologist,2,MS,MBBS
2024,Dr. Swetha V,94.0,190.0,Sahakaranagar, Bangalore,850.0,17.0,Gynecologist,3,MBBS,Fellowship
2025,Dr. Basavaraj  Devarashetty,98.0,1279.0,Marathahalli, Bangalore,700.0,26.0,Gynecologist,2,MBBS,MD
2026,Dr. Ashwini B Gowdra,96.0,2679.0,HSR Layout, Bangalore,800.0,21.0,Gynecologist,3,MBBS,MS
2027,Dr. Suguna Reddy,64.0,14.0,Koramangala 6 Block, Bangalore,650.0,33.0,Gynecologist,2,MBBS,DGO
2028,Dr. Joshitha Naik,85.0,20.0,Jayanagar 5 Block, Bangalore,700.0,22.0,Gynecologist,3,MBBS,DNB
2029,Dr. Geetha Nagarjuna,100.0,89.0,Banashankari, Bangalore,600.0,13.0,Gynecologist,2,MBBS,MS
2030,Dr. Sowbhagya B,94.0,17.0,Malleswaram, Bangalore,650.0,23.0,Gynecologist,2,MBBS,MD
2031,Dr. Kalyani C Reddy,99.0,2232.0,HRBR Layout, Bangalore,600.0,23.0,Gynecologist,3,MBBS,MS
2032,Dr. Beeresh C S,94.0,190.0,Banashankari, Bangalore,600.0,15.0,Gynecologist,2,MBBS,MS
2033,Dr. Poornima M. Gowda,94.0,311.0,Whitefield, Bangalore,850.0,21.0,Gynecologist,3,MBBS,DNB
2034,Dr. Ujwala,94.0,190.0,Jayanagar 8 Block, Bangalore,500.0,7.0,Gynecologist,2,MBBS,MS
2035,Dr. Tanuja H,100.0,36.0,Kanakpura Road, Bangalore,850.0,20.0,Gynecologist,2,MBBS,DGO
