Name,Degree,DP Score,NPV Value,Location,City,Consult Fee,Years of Experience,Speciality
Dr. Syed Nazim Hussain,"MD - Physician, DNB - Dermatology & Venereology, Diploma in Dermatology",86% ,(98 votes),Saket, Delhi,₹1500,18,"Dermatologist, Aesthetic Dermatologist, Hair Transplant Surgeon"
Dr. Rahul Gupta,"MBBS, MS - General Surgery, MCh - Neuro Surgery",75% ,(16 votes),Okhla, Delhi,₹1500,27,"Spine Surgeon (Neuro), Neurosurgeon"
Dr. Sundeep Kumar Upadhyaya,"MBBS, MD - Medicine, DM - Clinical Immunology",,,Sarita Vihar, Delhi,₹2500,31,Rheumatologist
Mr. Lovedeep Kholia,"MSc - Audiology, BASLP",98% ,(48 votes),Vikas Puri, Delhi,₹1000,14,"TherapistAudiologist, Speech Therapist"
Dr. Somya Ish,"MBBS, MS - Ophthalmology, DNB - Ophthalmology",,,Safdarjung Enclave, Delhi,₹1000,n9,Ophthalmologist/ Eye Surgeon
Dr. Satish Chandra Chhabra,"DM - Nephrology, MBBS, MD - Medicine",,,Patparganj, Delhi,₹1500,48,Nephrologist/Renal Specialist
Dr. Shailesh Gupta,"MBBS, MS - General Surgery",,,Patparganj, Delhi,₹800,12,"General Surgeon, Laparoscopic Surgeon, Bariatric Surgeon"
Dr. Shandip Kumar Sinha,"MCh - Pediatric  Surgery, MBBS, MS - General Surgery",,,Malviya Nagar, Delhi,₹1300,15,Pediatric Surgeon
Dr. Shailendra Bhadoriya,MBBS,98% ,(43 votes),Greater Kailash, Delhi,₹1000,21,General Physician
Dr. Mahima Wadhwa,"MBBS, MD - Dermatology , Venereology & Leprosy",100% ,(62 votes),Shalimar Bagh, Delhi,₹800,12,"Dermatologist, Cosmetologist"
Dr. Mohan Chand,"MBBS, MS - Orthopaedics",100% ,(30 votes),Patparganj, Delhi,₹700,22,Orthopedic surgeon
Dr. Rajiva Gupta,"MBBS, MD - General Medicine",99% ,(1291 votes),Punjabi Bagh, Delhi,₹1500,43,"Internal Medicine, General Physician, Diabetologist"
Dr. Kumar Ankur,"MBBS, MD - Pediatrics, DNB - Neonatology",100% ,(16 votes),Pusa Road, Delhi,₹1100,21,Pediatrician
Dr. Gaurav Walia,"BDS, MDS - Conservative Dentistry & Endodontics",97% ,(415 votes),Sarita Vihar, Delhi,₹500,22,"Implantologist, Endodontist, Dentist, Cosmetic/Aesthetic Dentist"
Dr. Manisha Chopra,"MBBS, MD - Dermatology , Venereology & Leprosy",97% ,(329 votes),Greater Kailash Part 2, Delhi,₹1000,25,"Dermatologist, Aesthetic Dermatologist, Cosmetologist"
Dr. Hamza Shaikh,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, FNB - Spine Surgery",,,Dwarka Sector 6, Delhi,₹1100,12,Spine Surgeon (Ortho)
Dr. Yajvender Pratap Singh Rana,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",77% ,(13 votes),Pusa Road, Delhi,₹1200,19,"Urologist, Urological Surgeon, Andrologist, Sexologist"
Dr. Prashant Bhatia,"MBBS, Diploma in Anesthesiology",,,Vasant Kunj, Delhi,₹1500,20,General Physician
Dr. Praneet Singh,"MBBS, MD - Anaesthesiology",100% ,(14 votes),Hari Nagar, Delhi,₹500,14,Pain Management Specialist
Dr. Kamal Goyal,"MS - ENT, DNB - ENT, MBBS",93% ,(168 votes),Dwarka, Delhi,₹700,15,ENT/ Otorhinolaryngologist
Dr. Shweta Nangia,"DNB - ENT, MBBS",99% ,(147 votes),Green Park, Delhi,₹1000,13,ENT/ Otorhinolaryngologist
Dr. R K Alwadhi,"MD - Pediatrics, DNB - Paediatrics, MBBS",,,Pusa Road, Delhi,₹1100,27,Pediatrician
Dr. Nikunj Bansal,"MBBS, MS - General Surgery",,,Karol Bagh, Delhi,₹850,22,"General Surgeon, Bariatric Surgeon, Laparoscopic Surgeon, Proctologist"
Ms. Sharvi Rastogi,M.Sc. - Home Science (Food & Nutrition),100% ,(29 votes),Greater Kailash Part 1, Delhi,₹1500,12,"TherapistDietitian/Nutritionist, Clinical Nutritionist"
Dr. Heera P,"MBBS, DGO, DNB - Obstetrics & Gynecology",,,Saket, Delhi,₹900,20,"Obstetrician, Gynecologist"
Dr. Nishtha Agarwal,"BDS, MDS - Conservative Dentistry & Endodontics",,,Patparganj, Delhi,₹600,14,Endodontist
Dr. Sandeep Gupta,"MBBS, MD - Dermatology , Venereology & Leprosy",94% ,(338 votes),Hari Nagar, Delhi,₹600,19,Dermatologist
Dr. Sanjeev Dua,"MBBS, MS - General Surgery, MCh - Neuro Surgery",91% ,(11 votes),Patparganj, Delhi,₹1000,45,Neurosurgeon
Dr. Harsh Bhargava,"MBBS, MS - Orthopaedics",94% ,(142 votes),Sarita Vihar, Delhi,₹2000,42,"Orthopedic surgeon, Spine Surgeon (Ortho)"
Dr. Zuha Ahmed,MBBS,,,Jhilmil Colony, Delhi,₹400,n5,General Physician
Dr. Neeraj Verma,"BDS, MDS",,,Sarita Vihar, Delhi,₹1000,46,"Dentist, Dental Surgeon"
Dr. Narasimhan Subramanian,"MBBS, MS - General Surgery, FRCS (Glasgow), FRCS (Edinburgh)",,,Sarita Vihar, Delhi,₹1500,44,General Surgeon
Mr. Dharmendra Kumar,"Diploma in Hearing Language & Speech, BASLP",100% ,(22 votes),Vasant Kunj, Delhi,₹1000,19,TherapistSpeech Therapist
Dr. Neha aggarwal,"M.D. (Psychiatry), MBBS",92% ,(39 votes),Janakpuri, Delhi,₹1100,13,"Psychiatrist, Neuropsychiatrist"
Dr. Gita Prakash,MBBS,,,Panchsheel Park, Delhi,₹800,44,General Physician
Ms. Deepa Kumari,BASLP,,,Anand Vihar, Delhi,₹700,t7,TherapistSpeech Therapist
Dr. Kamal Buckshee,"MBBS, MD - Obstetrics & Gynaecology",,,Greater Kailash Part 2, Delhi,₹1300,62,"Obstetrician, Gynecologist, Infertility Specialist"
Ms. Mansi Nigam,MSc - Nutrition and Dietetics,95% ,(43 votes),Saket, Delhi,₹500,t5,"TherapistDietitian/Nutritionist, Clinical Nutritionist"
Dr. A P Mehta,"MBBS, MD - Pediatrics",,,Shalimar Bagh, Delhi,₹900,36,Pediatrician
Dr. Kunwara Vishal Singh,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",,,Safdarjung Enclave, Delhi,₹1200,10,Urologist
Dr. Nitin Kumar,"BDS, Master of Hospital Administration",,,Chattarpur, Delhi,₹400,13,"Dental Surgeon, Dentist"
Dr. Sameer Kaul,"MBBS, MS - General Surgery",,,Sarita Vihar, Delhi,₹3000,30,General Surgeon
Dr. Manav Sachdev,"DNB - Ophthalmology, MBBS, MS - Ophthalmology",,,Dwarka Sector 23, Delhi,₹600,17,Ophthalmologist/ Eye Surgeon
Dr. Manjusha Goel,"MBBS, MD - Obstetrics & Gynaecology",,,Punjabi Bagh, Delhi,₹1000,25,"Obstetrician, Gynecologist"
Dr. Ram Pratap Singh,"MBBS, MD - Medicine, DM - Endocrinology",,,Sarita Vihar, Delhi,₹1000,38,Endocrinologist
Dr. Pawan Kesarwani,"MBBS, MS - General Surgery, MCh - Urology",86% ,(107 votes),Patparganj, Delhi,₹1000,27,"Urologist, Andrologist"
Dr. Chander Mohan Malhotra,"MBBS, MS - General Surgery, MCh - Neuro Surgery",,,Sarita Vihar, Delhi,₹1500,32,"Neurosurgeon, Neurologist"
Dr. Arun Dewan,"MBBS, MD - General Medicine",57% ,(14 votes),Saket, Delhi,₹1500,43,"General Physician, Internal Medicine"
Dr. Alka Tyagi,"BAMS, MD - Ayurveda Medicine",,,Tilak Nagar, Delhi,₹600,38,AYUSHAyurveda
Dr. Thara Fotedar,MD - Physician,,,Malviya Nagar, Delhi,₹600,22,General Physician
Dr. Sumit Kumar Gupta,"MBBS, M.D. (Psychiatry)",98% ,(186 votes),Pitampura, Delhi,₹1200,19,"Psychiatrist, Addiction Psychiatrist"
Dr. Rakesh,"MD - Dermatology , Venereology & Leprosy, MBBS",93% ,(105 votes),Pitampura, Delhi,₹1000,12,"Dermatologist, Dermatosurgeon, Venereologist, Hair Transplant Surgeon"
Dr. Rashmi Sharma,"DNB - Dermatology & Venereology, MBBS, DDVL",89% ,(44 votes),Panchsheel Park, Delhi,₹1200,14,Dermatologist
Dr. Alka Gupta,"MBBS, MD - Obstetrics & Gynaecology",99% ,(473 votes),Punjabi Bagh, Delhi,₹1500,42,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. Gagan Khanna,"BDS, MDS - Prosthodontist And Crown Bridge",100% ,(73 votes),Janakpuri, Delhi,₹500,19,"Prosthodontist, Cosmetic/Aesthetic Dentist, Implantologist"
Dr. Vikas Gupta,"MBBS, MS - Orthopaedics",,,Saket, Delhi,₹1500,31,Orthopedic surgeon
Dr. Ruchir Chawla,BDS,96% ,(125 votes),Katwaria Sarai, Delhi,₹350,13,"Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
Dr. Glossy Sabharwal,"MBBS, MD - Radio Diagnosis/Radiology",,,Karol Bagh, Delhi,₹550,19,"Interventional Radiologist, Radiologist"
Dr. Pradeep Chowbey,"MBBS, MS - General Surgery",88% ,(32 votes),Saket, Delhi,₹1200,40,"General Surgeon, Bariatric Surgeon"
Dr. Arvind Dambalkar,"MBBS, MD - General Medicine, DM - Cardiology",,,Greater Kailash Part 1, Delhi,₹1200,13,"Interventional Cardiologist, Cardiologist"
Dr. Bhupesh Budhiraja,BDS,75% ,(817 votes),Mayur Vihar Ph-II, Delhi,₹800,27,"Dentist, Cosmetic/Aesthetic Dentist"
Dr. Sandeep Bhasin,"MS - General Surgery, MBBS",90% ,(41 votes),CR Park, Delhi,₹1000,28,General Surgeon
Dr. Nikhil,BDS,100% ,(39 votes),Model Town 1, Delhi,₹400,14,"Dentist, Cosmetic/Aesthetic Dentist, Implantologist"
Dr. Suchindra Sachdeva,BHMS,99% ,(375 votes),Sukhdev Vihar, Delhi,₹1800,37,AYUSHHomoeopath
Dr. Diya Nangia Kapoor   (PhD),"MPhil - Mental Health & Social Psychology, MA - Psychology, PhD - Psychology",96% ,(387 votes),Rajouri Garden, Delhi,₹2500,15,"TherapistClinical Psychologist, Counselling Psychologist, Psychotherapist, Psychologist, Health Psychologist"
Dr. Amit Nagar,"MBBS, MD - Dermatology , Venereology & Leprosy",,,Panchsheel Park, Delhi,₹1000,14,Dermatologist
Dr. Chanchal Pal,"MBBS, MS - ENT",72% ,(39 votes),Sarita Vihar, Delhi,₹1500,39,ENT/ Otorhinolaryngologist
Dr. Plessy Thomas,BDS,,,Greater Kailash Part 1, Delhi,₹750,n7,"Dentist, Dental Surgeon"
Ms. Shivani Singh,"M.Phil - Clinical Psychology, MA - Psychology",,,Old Rajendra Nagar, Delhi,₹1450,t3,"TherapistClinical Psychologist, Psychotherapist"
Dr. Renu Madan,"MBBS, MD - Dermatology",98% ,(83 votes),Dwarka, Delhi,₹700,25,Dermatologist
Dr. Pramila Srivastava,"MBBS, Diploma in Child Health (DCH)",90% ,(21 votes),Defence Colony, Delhi,₹500,42,General Physician
Dr. G P Dureja,"MBBS, Dip (Pain Medicine), MD - Anaesthesiology",94% ,(3603 votes),Safdarjung Enclave, Delhi,₹1000,46,"Spine And Pain Specialist, Pain Management Specialist"
Dr. Divya Pandey,"MBBS, MS - Obstetrics & Gynaecology",100% ,(61 votes),Dwarka Sector 19, Delhi,₹500,11,Gynecologist
Dr. Deepika Taneja,"MBBS, MS - Obstetrics & Gynaecology",,,Shalimar Bagh, Delhi,₹600,12,"Obstetrician, Gynecologist"
Dr. Shikha Mahajan,"MBBS, DNB - Paediatrics",,,Pusa Road, Delhi,₹1100,33,Pediatrician
Dr. Sameer Sethi,"MBBS, MS - ENT",80% ,(41 votes),Shalimar Bagh, Delhi,₹1000,21,ENT/ Otorhinolaryngologist
Dr. Navin Dalal,"MBBS, MD - General Medicine",,,Saket, Delhi,₹1000,15,"Internal Medicine, General Physician"
Dr. Randeep Wadhawan,"MBBS, MS - General Surgery",,,Dwarka Sector 6, Delhi,₹1100,34,"Bariatric Surgeon, General Surgeon, Laparoscopic Surgeon"
Dr. Sonia Naik,"MBBS, MD - Obstetrics & Gynaecology",63% ,(27 votes),Panchsheel Park, Delhi,₹1200,30,"Gynecologist, Infertility Specialist"
Dr. Ajay Sinha,"MBBS, MD - General Medicine",46% ,(13 votes),Sarita Vihar, Delhi,₹1200,34,"General Physician, Internal Medicine"
Dr. Gagan N. Jain,"MBBS, MD - General Medicine",98% ,(49 votes),Pitampura, Delhi,₹300,13,"Internal Medicine, General Physician, Special Interest in Diabetology"
Dr. Santosh Kumar   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",99% ,(109 votes),Dwarka Sector 14, Delhi,₹500,14,TherapistPhysiotherapist
Dr. Parul Aggarwal,"MBBS, MS - Obstetrics & Gynaecology",,,Greater Kailash Part 2, Delhi,₹1000,13,"Gynecologist, Obstetrician"
Dr. Neha Sethi,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",75% ,(12 votes),Mayur Vihar Ph-III, Delhi,₹600,15,ENT/ Otorhinolaryngologist
Dr. Rajiv Anand,"MBBS, MD - Medicine, DM - Neurology",71% ,(106 votes),Pusa Road, Delhi,₹2000,44,Neurologist
Dr. Priya Dua,"MBBS, MS - Ophthalmology",99% ,(839 votes),Rohini, Delhi,₹600,21,Ophthalmologist/ Eye Surgeon
Dr. Sandeep Sindhu,"MBBS, MS - ENT",93% ,(15 votes),Sarita Vihar, Delhi,₹1500,38,ENT/ Otorhinolaryngologist
Dr. Shriyans Jain,MBBS,81% ,(99 votes),Karol Bagh, Delhi,₹900,18,TherapistSexologist
Dr. Shiana Bansal,"BDS, MDS - Conservative Dentistry & Endodontics",100% ,(15 votes),Janakpuri, Delhi,₹500,12,"Endodontist, Cosmetic/Aesthetic Dentist"
Dr. Poonam N Tara Thakur,"MBBS, MD - Obstetrics & Gynaecology",92% ,(25 votes),Panchsheel Park, Delhi,₹1500,29,"Gynecologist, Obstetrician"
Dr. Parag Gupta,"MBBS, MS - General Surgery, MCh - Urology",93% ,(1043 votes),Janakpuri, Delhi,₹800,25,"Urologist, Sexologist, Urological Surgeon"
Dr. Ashwini Kedar,"MBBS, DDVL",95% ,(40 votes),Old Rajendra Nagar, Delhi,₹500,18,Dermatologist
Dr. Pooja Gupta,"MBBS, MS - Obstetrics & Gynaecology",77% ,(13 votes),Shastri Nagar, Delhi,₹500,20,"Obstetrician, Gynecologist, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Kanishka Dua,"BDS, MDS - Conservative Dentistry & Endodontics",,,Saket, Delhi,₹800,15,Dentist
Dr. Vaibhav Mishra,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",,,Patparganj, Delhi,₹1200,22,Cardiothoracic and Vascular Surgeon
Dr. Vivek Mangla,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",100% ,(18 votes),Patparganj, Delhi,₹800,21,"GastroIntestinal Surgeon, Surgical Oncologist"
Dr. R N Saini,"MBBS, MD - Medicine",,,Pusa Road, Delhi,₹1800,48,"Internal Medicine, General Physician"
Dr. Pankaj Gaur,"MBBS, MS - General Surgery, MCh - Urology, Fellowship in Laparoscopic and Robotic Surgical Oncology",91% ,(11 votes),Patparganj, Delhi,₹1000,17,Urologist
Dr. Neelima Kulshrestha,"MBBS, DNB - Obstetrics & Gynecology",,,Patparganj, Delhi,₹1000,26,"Obstetrician, Gynecologist"
Dr. Naresh Dang,MBBS,,,Patparganj, Delhi,₹1000,36,General Physician
Dr. Gurleen Sikka,"MBBS, MD - Pediatrics",,,Punjabi Bagh, Delhi,₹1000,15,Pediatrician
Dr. Atmesh Kumar,"MBBS, M.D. (Psychiatry)",96% ,(54 votes),Rohini, Delhi,₹1200,18,"Psychiatrist, Neuropsychiatrist"
Dr. S K Pal,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",71% ,(28 votes),Nehru Place, Delhi,₹1500,43,Urologist
Dr. Seema Kushwaha,"BDS, MDS - Oral Medicine and Radiology",100% ,(83 votes),New Friends Colony, Delhi,₹600,18,Implantologist
Dr. Parul Kohli,BDS,100% ,(127 votes),Gujranwala Town, Delhi,₹500,16,Dentist
Dr. Neatu Narang,"MBBS, M.D. (Psychiatry), DNB - Psychiatry",,,Sarita Vihar, Delhi,₹2500,35,Psychiatrist
Dr. Alka Sinha,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",62% ,(26 votes),Pusa Road, Delhi,₹1300,23,"Laparoscopic Surgeon (Obs & Gyn), Gynecologist, Obstetrician"
Dr. Vishu Aggarwal,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",100% ,(539 votes),Punjabi Bagh, Delhi,₹300,12,"Orthodontist, Dentofacial Orthopedist, Dentist"
Dr. Tina Goel,"MBBS, DNB - Paediatrics",97% ,(173 votes),Dwarka, Delhi,₹600,22,Pediatrician
Mr. Nitin Anandi Lal,M.Phil - Clinical Psychology,,,Greater Kailash Part 1, Delhi,₹1500,t7,TherapistPsychologist
Dr. Mannu Bhatia,"DNB - Orthopedics/Orthopedic Surgery, MBBS",,,Shalimar Bagh, Delhi,₹1200,21,"Joint Replacement Surgeon, Orthopedic surgeon"
Dr. Payal Singhal,"MBBS, MD - Obstetrics & Gynaecology",77% ,(13 votes),Panchsheel Park, Delhi,₹1200,28,"Gynecologist, Infertility Specialist, Obstetrician"
Dr. Ranjana Sharma,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK), Fellow of Indian College of Obstetrics and Gynecology (FICOG)",79% ,(19 votes),Sarita Vihar, Delhi,₹2000,43,"Infertility Specialist, Reproductive Endocrinologist (Infertility), Gynecologist, Obstetrician"
Ms. Dietician Nisha Malhotra,Diploma in Dietetics & Public Health Nutrition (DDPHN),82% ,(33 votes),Rohini, Delhi,₹2500,40,TherapistDietitian/Nutritionist
Dr. Ayush Tyagi,BDS,100% ,(14 votes),Shakurpur, Delhi,₹500,t6,Dentist
Ms. Tanvi Malick,"MA - Clinical Psychology, M.Phil - Clinical Psychology",,,East Of Kailash, Delhi,₹1000,t4,TherapistClinical Psychologist
Dr. Amogh Tanwar,"BDS, MDS - Pedodontics",99% ,(341 votes),Janakpuri, Delhi,₹800,17,"Pediatric Dentist, Implantologist, Cosmetic/Aesthetic Dentist, Dentist"
Dr. Sapan Vinayak,"MBBS, Diploma in Child Health (DCH)",98% ,(218 votes),Vasant Kunj, Delhi,₹1000,23,Pediatrician
Dr. Hiten Kalra,"BDS, MDS - Orthodontics",100% ,(235 votes),Anand Niketan, Delhi,₹600,22,"Orthodontist, Implantologist, Dentist"
Dr. Munisha Sharma,"MBBS, DGO",,,Dwarka Sector 12, Delhi,₹800,14,"Obstetrician, Gynecologist"
Dr. Manish Gupta,"BDS, MDS - Conservative Dentistry & Endodontics",99% ,(355 votes),Munirka, Delhi,₹1000,29,"Dental Surgeon, Dentist, Conservative Dentist"
Dr. Anuradha Kapur,"MBBS, MD - Obstetrics & Gynaecology",30% ,(37 votes),Saket, Delhi,₹1200,33,Gynecologist
Dr. Ajay Aggarwal,"MBBS, MD - Medicine, DM - Cardiology",88% ,(33 votes),Ashok Vihar, Delhi,₹800,22,"Cardiologist, Interventional Cardiologist"
Dr. Anisha Sekhri   (Physiotherapist),BPTh/BPT,98% ,(80 votes),Preet Vihar, Delhi,₹400,15,TherapistPhysiotherapist
Dr. Mudita Gupta,BDS,,,Mayur Vihar, Delhi,₹400,10,"Dentist, Cosmetic/Aesthetic Dentist"
Ms. Monica Kapur,Certificate in Food and Nutrition,100% ,(42 votes),Pitampura, Delhi,₹1000,11,TherapistDietitian/Nutritionist
Dr. Vivek Garg,"MBBS, DOMS",,,Pusa Road, Delhi,₹1000,18,Ophthalmologist/ Eye Surgeon
Dr. Sunita Verma,"MBBS, DGO, DNB - Obstetrics & Gynecology",93% ,(94 votes),Dwarka, Delhi,₹1000,34,Gynecologist
Dr. Prasan Deep Rath,"MBBS, MD - General Medicine, Fellowship in Rheumatology, Graduate Certificate of Paediatric Rheumatology",80% ,(30 votes),Panchsheel Park, Delhi,₹1500,23,Rheumatologist
Dr. Geeta Kathuria,"MBBS, MS - ENT, DNB - ENT",,,Okhla, Delhi,₹1500,24,ENT/ Otorhinolaryngologist
Dr. Sanjeev Singhal,"MBBS, Diploma in Medical Radio-Diagnosis",,,Vasant Kunj, Delhi,₹1000,14,Radiologist
Dr. Rekha Brar,"MBBS, DNB - Obstetrics & Gynecology",,,Dwarka, Delhi,₹500,20,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. Arvind Kumar,"MBBS, MD - Medicine",98% ,(590 votes),Dwarka, Delhi,₹900,25,"Diabetologist, Consultant Physician"
Dr. Loveleena Nadir,"MBBS, MD - Obstetrics & Gynaecology",95% ,(58 votes),Greater Kailash Part 2, Delhi,₹2000,40,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. Ishtkhar Ahmed,"MBBS, MD - General Medicine, DNB - Gastroenterology",96% ,(26 votes),Okhla, Delhi,₹700,13,Gastroenterologist
Dr. Anshul Gupta,"MBBS, Diploma in Medical Radio-Diagnosis",,,Patel Nagar West, Delhi,₹1000,t6,"Radiologist, Ultrasonologist"
Dr. Vinit Suri,"MBBS, MD - General Medicine, DM - Neurology",60% ,(25 votes),Sarita Vihar, Delhi,₹2000,38,Neurologist
Dr. Shikha Agarwal   (Physiotherapist),MPTh/MPT - Musculoskeletal Physiotherapy,,,Saket, Delhi,₹700,10,TherapistSports and Musculoskeletal Physiotherapist
Dr. Z. S. Meharwal,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",,,Okhla, Delhi,₹2000,41,Cardiac Surgeon
Dr. Anjana Kalia,"BAMS, Fellowship in Applied Nutrition(FAN)",99% ,(150 votes),Dwarka, Delhi,₹1000,22,"AYUSHDietitian/Nutritionist, Ayurveda"
Dr. Rajat Yadav,BDS,,,Nangloi, Delhi,₹300,t8,"Dentist, Dental Surgeon, Cosmetic/Aesthetic Dentist"
Dr. Neetu Kamra,BDS,,,Pusa Road, Delhi,₹800,25,Dentist
Dr. Vikas Ahluwalia,"MBBS, MD - General Medicine",,,Saket, Delhi,₹2000,25,Internal Medicine
Dr. Rajnish Sethi,"MBBS, DNB - Orthopedics/Orthopedic Surgery",97% ,(94 votes),Dwarka Sector 8, Delhi,₹800,21,"Joint Replacement Surgeon, Orthopedic surgeon, Spine Surgeon (Ortho)"
Dr. Swapnil Gupta,BDS,97% ,(554 votes),Alaknanda, Delhi,₹300,15,"Dentist, Dental Surgeon, Implantologist"
Dr. Ajay Pal Singh,BAMS,86% ,(138 votes),Tilak Nagar, Delhi,₹1500,15,"AYUSHAyurveda, Alternative Medicine, Sexologist"
Dr. (Prof) Raju Vaishya,"MBBS, MS - Orthopaedics, FRCS - General Surgery",86% ,(80 votes),Sarita Vihar, Delhi,₹1500,41,"Orthopedic surgeon, Joint Replacement Surgeon"
Dr. Mukesh Manjhi,"MBBS, MD - Dermatology , Venereology & Leprosy",,,Lajpat Nagar, Delhi,₹500,15,"Dermatologist, Cosmetologist, Hair Transplant Surgeon"
Dr. Supreet Batra,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine",,,Bhogal, Delhi,₹1500,15,"Pulmonologist, Tuberculous and chest Diseases Specialist"
Dr. Ankit Gupta,"MBBS, MRCPsych, M.D. (Psychiatry)",100% ,(32 votes),CR Park, Delhi,₹1250,13,"Psychiatrist, Neuropsychiatrist, Geriatric Psychiatrist"
Dr. V P Singh,"MBBS, MS - General Surgery",,,Vivek Vihar, Delhi,₹1000,44,General Surgeon
Ms. Nidhi Singh,"M.Phil - Clinical Psychology, MA - Clinical Psychology",98% ,(43 votes),Vasant Kunj, Delhi,₹1500,t7,TherapistClinical Psychologist
Dr. Amitabha Dutta,"MBBS,  FRCP, CCST - Gastroenterology",,,Sarita Vihar, Delhi,₹1500,43,"Gastroenterologist, General Physician"
Dr. Sanchi Chhabra,BDS,98% ,(58 votes),Defence Colony, Delhi,₹500,11,"Dentist, Dental Surgeon, Cosmetic/Aesthetic Dentist"
Dr. Nargesh Agrawal,"MS - Orthopaedics, MBBS",,,Pusa Road, Delhi,₹1100,16,Orthopedic surgeon
Dr. Shiv Chouksey,"MBBS, MS - Orthopaedics, M.Ch - Orthopaedics",,,Pusa Road, Delhi,₹1100,15,Orthopedic surgeon
Dr. Arihant Surana,"DDV, MBBS",96% ,(407 votes),Defence Colony, Delhi,₹1000,23,Dermatologist
Dr. Sohani Verma,"MBBS, MRCOG(UK)",,,Sarita Vihar, Delhi,₹2000,47,"Gynecologist, Obstetrician"
Dr. Yash Bhatia,"MS - Orthopaedics, MBBS",73% ,(11 votes),New Rajendra Nagar, Delhi,₹1000,12,"Joint Replacement Surgeon, Orthopedic surgeon, Spine Surgeon (Ortho)"
Dr. Shriyam Sharan,BDS,,,Panchsheel Park, Delhi,₹500,11,"Dental Surgeon, Dentist"
Dr. Amita Wadhwa,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",,,Greater Kailash Part 2, Delhi,₹1500,38,"Obstetrician, Gynecologist"
Dr. Pankaj Lohia,"MBBS, MD - Tuberculosis and Chest Diseases",,,Pusa Road, Delhi,₹1100,25,"Pulmonologist, General Physician"
Dr. Anil Dhar,"MBBS, MS - General Surgery, MCh - Neuro Surgery",,,Patparganj, Delhi,₹700,17,"General Surgeon, Neurosurgeon"
Dr. Madhu Sudan,BAMS,88% ,(241 votes),Kalkaji, Delhi,₹1000,14,"AYUSHAyurveda, Sexologist"
Dr. Shyam Kukreja,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics",,,Patparganj, Delhi,₹1500,30,Pediatrician
Dr. Sheikh Mohammad Taha Mustafa,"MBBS, MS - General Surgery, MRCS (UK)",,,Patel Nagar, Delhi,₹1500,23,"Colorectal Surgeon, General Surgeon"
Dr. Pooja Garg,"MBBS, DNB - General Medicine",,,Patparganj, Delhi,₹700,14,Internal Medicine
Dr. Saptarshi Bhattacharya,"MBBS, MD - General Medicine, DM - Endocrinology",79% ,(75 votes),Sarita Vihar, Delhi,₹2000,22,"Endocrinologist, Diabetologist"
Dr. Rajesh Kumar Watts,"MBBS, MS - General Surgery, MCh - Plastic Surgery",,,Sarita Vihar, Delhi,₹2000,19,Plastic Surgeon
Dr. Pankaj Rooprai,"BDS, MDS",86% ,(28 votes),Dwarka, Delhi,₹300,30,Dentist
Dr. Ashok Vaid,"MBBS, MS - ENT",,,Shalimar Bagh, Delhi,₹1500,47,ENT/ Otorhinolaryngologist
Dr. Vipul Khera,"MBBS, Diploma in Orthopaedics",91% ,(145 votes),Paschim Vihar, Delhi,₹800,25,Orthopedic surgeon
Dr. Harsh Goyal,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",100% ,(343 votes),Janakpuri, Delhi,₹500,14,"Implantologist, Dentist, Dental Surgeon"
Dr. Vijay Dureja,"MBBS, MD - Anaesthesiology",100% ,(151 votes),Rohini Sector 8, Delhi,₹1000,17,"Pain Management Specialist, Spine And Pain Specialist"
Dr. Niraj Kumar Nikunj,"MBBS, MD - Pediatrics",,,Greater Kailash Part 1, Delhi,₹800,n9,Pediatrician
